head_id	seqid	start	end	strand	motherlength	length	neighbor_gene	relative_position	distance	correlation	transcription	repetitions	gene_start	gene_end	gene_strand	gene_length	gene_transcription	same_strand	gene_stream	head_stream
head2796	SM_V7_5	1750480	1750580	-	320	100	Smp_201330	gh	71034.0		0.0	1.0	1672434.0	1679446.0	-	7012	2.2956795913468198	True	hg	hg
head2800	SM_V7_ZW	1759544	1759644	-	425	100	Smp_148130	gh	3396.0	0.2964316373822734	6.235088945867799	0.0	1716394.0	1756148.0	+	39754	1.006089711309448	False	gh	hg
head2803	SM_V7_7	1770513	1770613	+	290	100	Smp_246150	hg	1742.0		0.3068098564629972	0.0	1772355.0	1820425.0	+	48070	7.222643620494193	True	hg	hg
head2805	SM_V7_ZW	1774290	1774390	-	695	100	Smp_048560	hg	1714.0	0.5992177278901796	5.288820721130303	1.0	1776104.0	1801120.0	+	25016	29.157250881740993	False	hg	gh
head2807	SM_V7_1	1777854	1777954	-	683	100	Smp_180260	hg	15949.0		0.0	6.0	1793903.0	1814604.0	-	20701	0.054293578994157536	True	gh	gh
head2808	SM_V7_7	1778116	1778216	-	534	100	Smp_246150	olap	0.0	0.3683782404634712	0.2043158912466557	0.0	1772355.0	1820425.0	+	48070	7.222643620494193	False	olap	olap
head2815	SM_V7_7	1783184	1783284	-	3183	100	Smp_246150	olap	0.0	0.5481278615562616	3.5242236906025095	0.0	1772355.0	1820425.0	+	48070	7.222643620494193	False	olap	olap
head2821	SM_V7_4	1790919	1791019	-	470	100	Smp_086910	hg	9198.0		0.0	0.0	1800217.0	1802651.0	+	2434	29.69835863205107	False	hg	gh
head2823	SM_V7_ZW	1801547	1801647	+	174	100	Smp_048560	gh	427.0	0.3679225224397892	3.558807403363988	0.0	1776104.0	1801120.0	+	25016	29.157250881740993	True	gh	gh
head2827	SM_V7_5	1803351	1803451	-	695	100	Smp_201330	gh	123905.0		0.0	0.0	1672434.0	1679446.0	-	7012	2.2956795913468198	True	hg	hg
head2833	SM_V7_6	1810415	1810515	+	467	100	Smp_331190	olap	0.0		0.3068098564629972	0.0	1806245.0	1820078.0	-	13833	0.4160978389297522	False	olap	olap
head2845	SM_V7_ZW	1817026	1817126	+	404	100	Smp_048560	gh	15906.0	0.2967157931603593	0.5111257477096529	0.0	1776104.0	1801120.0	+	25016	29.157250881740993	True	gh	gh
head2846	SM_V7_1	1817572	1817672	+	424	100	Smp_180260	gh	2968.0		0.0	0.0	1793903.0	1814604.0	-	20701	0.054293578994157536	False	hg	gh
head2848	SM_V7_6	1818660	1818760	+	1036	100	Smp_331190	olap	0.0	0.5861485012311448	0.0	0.0	1806245.0	1820078.0	-	13833	0.4160978389297522	False	olap	olap
head2849	SM_V7_ZW	1818171	1818271	-	417	100	Smp_048560	gh	17051.0		0.0	0.0	1776104.0	1801120.0	+	25016	29.157250881740993	False	gh	hg
head2851	SM_V7_3	1820036	1820136	+	293	100	Smp_159990	olap	0.0	-0.07435617976330652	1.1534964553484361	0.0	1806759.0	1947246.0	-	140487	3.018091670672342	False	olap	olap
head2859	SM_V7_1	1828999	1829099	+	1039	100	Smp_311250	olap	0.0		0.0	5.0	1829088.0	1838520.0	+	9432	0.1986296483231524	True	olap	olap
head2861	SM_V7_4	1833023	1833123	+	1980	100	Smp_242680	hg	3503.0		1.92711212291635	0.0	1836626.0	1874513.0	+	37887	7.9155817163894735	True	hg	hg
head2864	SM_V7_ZW	1831638	1831738	-	1150	100	Smp_048560	gh	30518.0		0.9204295693889916	0.0	1776104.0	1801120.0	+	25016	29.157250881740993	False	gh	hg
head2868	SM_V7_5	1834647	1834747	+	167	100	Smp_201320	hg	120498.0		0.0	0.0	1955245.0	1955472.0	-	227	5.392089320899819	False	gh	hg
head2870	SM_V7_3	1835549	1835649	+	310	100	Smp_159990	olap	0.0	0.4674548608032106	0.6193951738195969	0.0	1806759.0	1947246.0	-	140487	3.018091670672342	False	olap	olap
head2874	SM_V7_6	1841356	1841456	+	1652	100	Smp_331200	hg	1216.0		0.0	0.0	1842672.0	1843830.0	+	1158	22.076080439894234	True	hg	hg
head2876	SM_V7_ZW	1842036	1842136	-	131	100	Smp_048560	gh	40916.0		0.0	0.0	1776104.0	1801120.0	+	25016	29.157250881740993	False	gh	hg
head2878	SM_V7_6	1849211	1849311	+	237	100	Smp_174670	olap	0.0	0.2949723876893366	3.3388396000302176	0.0	1844743.0	1860098.0	-	15355	25.071747276941533	False	olap	olap
head2889	SM_V7_7	1855591	1855691	-	282	100	Smp_202200	gh	5772.0		0.9204295693889916	0.0	1849379.0	1849819.0	-	440	4.093906329832004	True	hg	hg
head2891	SM_V7_1	1866156	1866256	+	218	100	Smp_311250	gh	27636.0		0.0	8.0	1829088.0	1838520.0	+	9432	0.1986296483231524	True	gh	gh
head2901	SM_V7_3	1885787	1885887	-	588	100	Smp_159990	olap	0.0	0.034285979141481814	3.840878700703065	0.0	1806759.0	1947246.0	-	140487	3.018091670672342	True	olap	olap
head2909	SM_V7_ZW	1896531	1896631	+	207	100	Smp_048540	hg	925.0		0.0	0.0	1897556.0	1910740.0	-	13184	10.835862274846034	False	gh	hg
head2919	SM_V7_7	1912118	1912218	-	1126	100	Smp_130300	olap	0.0	0.9807285440565812	494.4963847649233	0.0	1872655.0	1931835.0	+	59180	20.26395396116002	False	olap	olap
head2922	SM_V7_6	1916775	1916875	-	717	100	Smp_074140	olap	0.0	0.6355963052061053	0.3068098564629972	0.0	1912422.0	1935527.0	+	23105	35.00161136059753	False	olap	olap
head2929	SM_V7_2	1922607	1922707	+	828	100	Smp_327340	hg	371.0		0.27194458900565555	3.0	1923078.0	1928434.0	-	5356	0.09105294620629534	False	gh	hg
head2939	SM_V7_1	1926742	1926842	+	223	100	Smp_311250	gh	88222.0		0.0	3.0	1829088.0	1838520.0	+	9432	0.1986296483231524	True	gh	gh
head2944	SM_V7_6	1938847	1938947	+	578	100	Smp_074140	gh	3320.0	0.8474638783437197	7.401624448913942	0.0	1912422.0	1935527.0	+	23105	35.00161136059753	True	gh	gh
head2951	SM_V7_7	1942701	1942801	-	478	100	Smp_130300	gh	10866.0	0.21142725855946085	2.3510446373189238	0.0	1872655.0	1931835.0	+	59180	20.26395396116002	False	gh	hg
head2962	SM_V7_ZW	1945128	1945228	-	500	100	Smp_048520	hg	1650.0	-0.07611440436348355	3.3571463968527966	0.0	1946878.0	1958790.0	-	11912	15.151064346564942	True	gh	gh
head2969	SM_V7_6	1954534	1954634	-	324	100	Smp_074150	olap	0.0	0.5355319339537976	0.8531340989650689	0.0	1945757.0	1985051.0	+	39294	6.10412575642569	False	olap	olap
head2971	SM_V7_3	1954733	1954833	-	2779	100	Smp_160000	hg	3587.0		0.0	0.0	1958420.0	1990640.0	+	32220	45.35625472244236	False	hg	gh
head2979	SM_V7_7	1961889	1961989	+	393	100	Smp_130300	gh	30054.0	-0.8729746350696437	12.626116006130356	0.0	1872655.0	1931835.0	+	59180	20.26395396116002	True	gh	gh
head2984	SM_V7_6	1970280	1970380	+	404	100	Smp_074150	olap	0.0	0.8329510390279355	9.884833082189932	0.0	1945757.0	1985051.0	+	39294	6.10412575642569	True	olap	olap
head2991	SM_V7_6	1972898	1972998	-	172	100	Smp_074150	olap	0.0	0.36660955665992506	0.2043158912466557	0.0	1945757.0	1985051.0	+	39294	6.10412575642569	False	olap	olap
head2994	SM_V7_ZW	1973010	1973110	-	863	100	Smp_048520	gh	14220.0	-0.009557192382047755	2.3752158749307073	0.0	1946878.0	1958790.0	-	11912	15.151064346564942	True	hg	hg
head2999	SM_V7_7	1980710	1980810	+	158	100	Smp_130280	hg	36549.0	0.3891281236111851	18.279528163029905	0.0	2017359.0	2180501.0	+	163142	6.060631382535005	True	hg	hg
head3000	SM_V7_ZW	1980856	1980956	-	455	100	Smp_048520	gh	22066.0		1.2272394258519888	0.0	1946878.0	1958790.0	-	11912	15.151064346564942	True	hg	hg
head3002	SM_V7_ZW	1982788	1982888	+	250	100	Smp_048520	gh	23998.0	-0.1669024319566439	0.0	0.0	1946878.0	1958790.0	-	11912	15.151064346564942	False	hg	gh
head3003	SM_V7_2	1982211	1982311	-	684	100	Smp_184350	gh	104.0	0.7777726451515972	0.3068098564629972	7.0	1944279.0	1982107.0	+	37828	4.92074098972632	False	gh	hg
head3005	SM_V7_7	1983884	1983984	-	503	100	Smp_130280	hg	33375.0		7.538311642401598	0.0	2017359.0	2180501.0	+	163142	6.060631382535005	False	hg	gh
head3014	SM_V7_4	1994718	1994818	+	122	100	Smp_169430	olap	0.0	-0.015219629881194172	6.071500573355448	0.0	1910867.0	2008723.0	+	97856	5.890965676958655	True	olap	olap
head3016	SM_V7_2	1996873	1996973	+	215	100	Smp_184350	gh	14766.0		0.3068098564629972	1.0	1944279.0	1982107.0	+	37828	4.92074098972632	True	gh	gh
head3017	SM_V7_3	1997119	1997219	+	313	100	Smp_160000	gh	6479.0	-0.06438641519221915	0.0	0.0	1958420.0	1990640.0	+	32220	45.35625472244236	True	gh	gh
head3028	SM_V7_7	2008017	2008117	+	291	100	Smp_130280	hg	9242.0		0.9204295693889916	0.0	2017359.0	2180501.0	+	163142	6.060631382535005	True	hg	hg
head3030	SM_V7_7	2008894	2008994	-	736	100	Smp_130280	hg	8365.0		0.3068098564629972	0.0	2017359.0	2180501.0	+	163142	6.060631382535005	False	hg	gh
head3034	SM_V7_4	2013677	2013777	+	119	100	Smp_086960	olap	0.0	0.3283017524058301	3.439984581328517	0.0	2010297.0	2024770.0	-	14473	2.041186198442136	False	olap	olap
head3039	SM_V7_6	2018404	2018504	-	399	100	Smp_162180	olap	0.0	0.7117131849927779	15.968569941693913	1.0	2003639.0	2026936.0	+	23297	4.7669892516504655	False	olap	olap
head3042	SM_V7_7	2021132	2021232	-	400	100	Smp_130280	olap	0.0		0.0	0.0	2017359.0	2180501.0	+	163142	6.060631382535005	False	olap	olap
head3045	SM_V7_6	2023837	2023937	-	901	100	Smp_162180	olap	0.0	0.8418128411004661	8.754870383121208	0.0	2003639.0	2026936.0	+	23297	4.7669892516504655	False	olap	olap
head3046	SM_V7_ZW	2026384	2026484	+	166	100	Smp_321830	hg	59914.0		0.3068098564629972	0.0	2086398.0	2091000.0	-	4602	2.684258187472605	False	gh	hg
head3050	SM_V7_7	2030431	2030531	-	120	100	Smp_130280	olap	0.0	-0.11500627164545167	0.3068098564629972	0.0	2017359.0	2180501.0	+	163142	6.060631382535005	False	olap	olap
head3051	SM_V7_6	2030316	2030416	-	316	100	Smp_162180	gh	3380.0	0.6690485777478152	0.0	0.0	2003639.0	2026936.0	+	23297	4.7669892516504655	False	gh	hg
head3052	SM_V7_ZW	2031366	2031466	+	160	100	Smp_321830	hg	54932.0		0.0	0.0	2086398.0	2091000.0	-	4602	2.684258187472605	False	gh	hg
head3062	SM_V7_4	2034268	2034368	+	64	100	Smp_169440	hg	9043.0	0.12787118785462062	5.937540511719509	0.0	2043411.0	2044213.0	-	802	633.8737380994224	False	gh	hg
head3075	SM_V7_1	2051764	2051864	+	3186	100	Smp_242000	hg	27565.0		0.0	0.0	2079429.0	2079563.0	+	134	0.0	True	hg	hg
head3076	SM_V7_6	2050844	2050944	-	459	100	Smp_074190	hg	6492.0	0.5876121726532098	3.194495557475413	0.0	2057436.0	2077058.0	-	19622	1.331691687843534	True	gh	gh
head3077	SM_V7_6	2051816	2051916	+	387	100	Smp_074190	hg	5520.0	0.8838506111285205	10.906246930927821	0.0	2057436.0	2077058.0	-	19622	1.331691687843534	False	gh	hg
head3086	SM_V7_1	2059421	2059521	-	201	100	Smp_242000	hg	19908.0		0.0	0.0	2079429.0	2079563.0	+	134	0.0	False	hg	gh
head3102	SM_V7_6	2074015	2074115	+	63	100	Smp_074190	olap	0.0		0.0	0.0	2057436.0	2077058.0	-	19622	1.331691687843534	False	olap	olap
head3108	SM_V7_3	2079418	2079518	+	294	100	Smp_197700	hg	572.0		0.6423707076387833	0.0	2080090.0	2095142.0	+	15052	0.1448195055305822	True	hg	hg
head3114	SM_V7_4	2081798	2081898	+	373	100	Smp_181870	olap	0.0		0.0	0.0	2057931.0	2087973.0	-	30042	0.18464652233167383	False	olap	olap
head3119	SM_V7_ZW	2084639	2084739	-	365	100	Smp_321830	hg	1659.0		0.3068098564629972	0.0	2086398.0	2091000.0	-	4602	2.684258187472605	True	gh	gh
head3121	SM_V7_ZW	2088502	2088602	+	396	100	Smp_321830	olap	0.0	0.7814099051339644	5.253864208480421	0.0	2086398.0	2091000.0	-	4602	2.684258187472605	False	olap	olap
head3122	SM_V7_7	2088890	2088990	-	178	100	Smp_130280	olap	0.0	0.6050194445676156	2.2137609120594934	0.0	2017359.0	2180501.0	+	163142	6.060631382535005	False	olap	olap
head3125	SM_V7_2	2091800	2091900	-	3189	100	Smp_346030	hg	79754.0		0.0	1.0	2171654.0	2205874.0	-	34220	4.367673562804439	True	gh	gh
head3129	SM_V7_3	2097227	2097327	+	518	100	Smp_197700	gh	2085.0		0.2043158912466557	0.0	2080090.0	2095142.0	+	15052	0.1448195055305822	True	gh	gh
head3131	SM_V7_1	2097971	2098071	-	379	100	Smp_164480	hg	5227.0		0.0	0.0	2103298.0	2104263.0	-	965	4.022083440240546	True	gh	gh
head3140	SM_V7_ZW	2108713	2108813	+	443	100	Smp_321830	gh	17713.0		0.0	1.0	2086398.0	2091000.0	-	4602	2.684258187472605	False	hg	gh
head3143	SM_V7_4	2111020	2111120	-	454	100	Smp_241510	olap	0.0		0.0	1.0	2094223.0	2151596.0	-	57373	0.8149816082874312	True	olap	olap
head3156	SM_V7_4	2126867	2126967	+	569	100	Smp_241510	olap	0.0		0.0	0.0	2094223.0	2151596.0	-	57373	0.8149816082874312	False	olap	olap
head3159	SM_V7_ZW	2128330	2128430	+	223	100	Smp_148110	hg	19121.0		0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False	gh	hg
head3164	SM_V7_ZW	2130388	2130488	-	142	100	Smp_148110	hg	17063.0		0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	True	gh	gh
head3165	SM_V7_7	2130934	2131034	-	197	100	Smp_130280	olap	0.0	0.8235710121926564	42.75605478127365	0.0	2017359.0	2180501.0	+	163142	6.060631382535005	False	olap	olap
head3166	SM_V7_ZW	2131733	2131833	-	106	100	Smp_148110	hg	15718.0		0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	True	gh	gh
head3168	SM_V7_ZW	2134180	2134280	+	712	100	Smp_148110	hg	13271.0		0.4086317824933114	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False	gh	hg
head3169	SM_V7_6	2134127	2134227	-	250	100	Smp_074210	olap	0.0	0.8503752451547507	27.74050784311301	0.0	2128897.0	2134261.0	+	5364	8.995489797408728	False	olap	olap
head3173	SM_V7_3	2140885	2140985	+	3187	100	Smp_345120	hg	3345.0		0.3068098564629972	0.0	2144330.0	2172648.0	+	28318	0.3034416319072256	True	hg	hg
head3180	SM_V7_ZW	2142038	2142138	-	1336	100	Smp_148110	hg	5413.0		0.3068098564629972	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	True	gh	gh
head3185	SM_V7_2	2147204	2147304	-	1499	100	Smp_346030	hg	24350.0		0.0	1.0	2171654.0	2205874.0	-	34220	4.367673562804439	True	gh	gh
head3193	SM_V7_7	2158860	2158960	-	141	100	Smp_130280	olap	0.0	0.8808342273931745	294.4719094459025	0.0	2017359.0	2180501.0	+	163142	6.060631382535005	False	olap	olap
head3196	SM_V7_2	2157316	2157416	-	1714	100	Smp_346030	hg	14238.0		0.0	0.0	2171654.0	2205874.0	-	34220	4.367673562804439	True	gh	gh
head3197	SM_V7_ZW	2161175	2161275	+	216	100	Smp_148110	olap	0.0	0.1844788884925873	5.3120417332178445	6.0	2147551.0	2168899.0	-	21348	30.921216848560988	False	olap	olap
head3200	SM_V7_3	2164510	2164610	-	486	100	Smp_345120	olap	0.0		0.0	0.0	2144330.0	2172648.0	+	28318	0.3034416319072256	False	olap	olap
head3208	SM_V7_ZW	2170751	2170851	-	584	100	Smp_148110	gh	1852.0	-0.5107776855311277	0.3068098564629972	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	True	hg	hg
head3214	SM_V7_3	2174530	2174630	-	449	100	Smp_345120	gh	1882.0		0.0	0.0	2144330.0	2172648.0	+	28318	0.3034416319072256	False	gh	hg
head3226	SM_V7_7	2189693	2189793	+	455	100	Smp_130270	hg	8840.0		0.5111257477096529	0.0	2198633.0	2210321.0	-	11688	6.420565741323542	False	gh	hg
head3231	SM_V7_ZW	2196095	2196195	+	233	100	Smp_148110	gh	27196.0		0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False	hg	gh
head3233	SM_V7_1	2200525	2200625	-	161	100	Smp_099150	hg	11578.0		0.2043158912466557	0.0	2212203.0	2218497.0	-	6294	243.15140716497032	True	gh	gh
head3235	SM_V7_ZW	2203939	2204039	-	511	100	Smp_148110	gh	35040.0		1.3536364186974292	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	True	hg	hg
head3236	SM_V7_7	2204811	2204911	+	202	100	Smp_130270	olap	0.0	0.6598356290554166	3.780180007656144	0.0	2198633.0	2210321.0	-	11688	6.420565741323542	False	olap	olap
head3237	SM_V7_4	2203927	2204027	-	761	100	Smp_087010	olap	0.0		0.0	1.0	2162330.0	2212290.0	-	49960	2.6886606177326233	True	olap	olap
head3240	SM_V7_ZW	2205882	2205982	-	193	100	Smp_148110	gh	36983.0		0.0	1.0	2147551.0	2168899.0	-	21348	30.921216848560988	True	hg	hg
head3245	SM_V7_ZW	2212341	2212441	+	261	100	Smp_148110	gh	43442.0		0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False	hg	gh
head3248	SM_V7_4	2214393	2214493	-	761	100	Smp_087010	gh	2103.0		0.0	1.0	2162330.0	2212290.0	-	49960	2.6886606177326233	True	hg	hg
head3254	SM_V7_ZW	2221297	2221397	+	302	100	Smp_148110	gh	52398.0		0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False	hg	gh
head3256	SM_V7_4	2224304	2224404	-	540	100	Smp_169460	olap	0.0	0.8050717932817381	17.163897843661893	0.0	2218604.0	2232938.0	+	14334	18.100732336402952	False	olap	olap
head3258	SM_V7_ZW	2229352	2229452	+	551	100	Smp_148110	gh	60453.0	-0.17337369527194355	1.7448126736412712	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False	hg	gh
head3261	SM_V7_ZW	2230877	2230977	-	453	100	Smp_148110	gh	61978.0	0.08332551695379982	0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	True	hg	hg
head3266	SM_V7_ZW	2235567	2235667	+	288	100	Smp_148110	gh	66668.0	-0.2915214792448009	0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False	hg	gh
head3268	SM_V7_6	2238204	2238304	-	2670	100	Smp_074280	hg	3788.0		0.0	0.0	2242092.0	2249622.0	+	7530	3.141773905249374	False	hg	gh
head3280	SM_V7_2	2256852	2256952	+	2093	100	Smp_171540	hg	5316.0		0.0	0.0	2262268.0	2279882.0	+	17614	109.28817835244666	True	hg	hg
head3282	SM_V7_7	2255856	2255956	-	713	100	Smp_130260	olap	0.0		0.0	0.0	2219768.0	2315953.0	+	96185	1.9076173849757334	False	olap	olap
head3283	SM_V7_ZW	2259919	2260019	+	666	100	Smp_148110	gh	91020.0		0.3068098564629972	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False	hg	gh
head3288	SM_V7_ZW	2264448	2264548	+	75	100	Smp_148110	gh	95549.0		0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False	hg	gh
head3291	SM_V7_6	2264190	2264290	-	534	100	Smp_162230	hg	7047.0	-0.032446379721870186	1.562800277027775	0.0	2271337.0	2325096.0	-	53759	7.518022963408271	True	gh	gh
head3292	SM_V7_ZW	2265986	2266086	-	565	100	Smp_148110	gh	97087.0		0.3068098564629972	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	True	hg	hg
head3293	SM_V7_7	2266961	2267061	-	244	100	Smp_130260	olap	0.0		0.6129476737399671	0.0	2219768.0	2315953.0	+	96185	1.9076173849757334	False	olap	olap
head3294	SM_V7_ZW	2268142	2268242	+	242	100	Smp_148110	gh	99243.0	-0.4079192109482299	0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False	hg	gh
head3295	SM_V7_ZW	2269019	2269119	+	113	100	Smp_148110	gh	100120.0	-0.2598361130151177	3.876324762153892	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False	hg	gh
head3300	SM_V7_2	2273394	2273494	-	329	100	Smp_171540	olap	0.0	0.6800976461850363	40.90412926316426	0.0	2262268.0	2279882.0	+	17614	109.28817835244666	False	olap	olap
head3303	SM_V7_5	2276169	2276269	+	830	100	Smp_329960	hg	79212.0		0.0	0.0	2355481.0	2358375.0	+	2894	0.0742110917498611	True	hg	hg
head3319	SM_V7_2	2285692	2285792	-	808	100	Smp_171550	olap	0.0	0.8825456522202457	15.919915814641643	0.0	2283815.0	2288942.0	+	5127	7.723672807065418	False	olap	olap
head3320	SM_V7_ZW	2288394	2288494	+	190	100	Smp_128510	hg	85549.0		0.0	0.0	2374043.0	2374953.0	+	910	0.5286397687946266	True	hg	hg
head3334	SM_V7_2	2302788	2302888	+	1911	100	Smp_341530	olap	0.0	-0.4202849551824369	2.8824337769572113	0.0	2291295.0	2306694.0	-	15399	10.659254507795783	False	olap	olap
head3339	SM_V7_1	2306974	2307074	-	160	100	Smp_176600	olap	0.0	0.8807811777024557	2.8865374577386227	0.0	2266226.0	2311582.0	+	45356	6.55637877229035	False	olap	olap
head3347	SM_V7_6	2313125	2313225	+	84	100	Smp_162230	olap	0.0		0.0	1.0	2271337.0	2325096.0	-	53759	7.518022963408271	False	olap	olap
head3348	SM_V7_4	2312554	2312654	-	471	100	Smp_062970	olap	0.0	-0.3376935108705977	0.0	0.0	2277934.0	2321412.0	+	43478	0.614270987113511	False	olap	olap
head3351	SM_V7_6	2314558	2314658	-	84	100	Smp_162230	olap	0.0		0.0	1.0	2271337.0	2325096.0	-	53759	7.518022963408271	True	olap	olap
head3354	SM_V7_2	2315838	2315938	-	3186	100	Smp_341530	gh	9144.0		0.0	0.0	2291295.0	2306694.0	-	15399	10.659254507795783	True	hg	hg
head3355	SM_V7_6	2319915	2320015	-	138	100	Smp_162230	olap	0.0	0.2784836022550413	2.000183054233875	0.0	2271337.0	2325096.0	-	53759	7.518022963408271	True	olap	olap
head3358	SM_V7_ZW	2321390	2321490	+	309	100	Smp_128510	hg	52553.0		0.3068098564629972	0.0	2374043.0	2374953.0	+	910	0.5286397687946266	True	hg	hg
head3372	SM_V7_6	2333771	2333871	+	325	100	Smp_162230	gh	8675.0	0.10609717190837167	2.9429189503041115	0.0	2271337.0	2325096.0	-	53759	7.518022963408271	False	hg	gh
head3375	SM_V7_7	2337208	2337308	+	607	100	Smp_130250	olap	0.0		0.5793352394621382	0.0	2321053.0	2374243.0	-	53190	0.35726392800611595	False	olap	olap
head3376	SM_V7_2	2335826	2335926	-	1566	100	Smp_327360	hg	2442.0	0.6770542371209659	4.511876842701849	1.0	2338368.0	2345668.0	+	7300	3.4730180340188164	False	hg	gh
head3380	SM_V7_2	2338938	2339038	-	258	100	Smp_327360	olap	0.0	0.8873746100201988	7.330566800041061	0.0	2338368.0	2345668.0	+	7300	3.4730180340188164	False	olap	olap
head3383	SM_V7_2	2340954	2341054	-	214	100	Smp_327360	olap	0.0	0.9541495439244948	1.4753437392839988	0.0	2338368.0	2345668.0	+	7300	3.4730180340188164	False	olap	olap
head3391	SM_V7_5	2350066	2350166	+	316	100	Smp_329960	hg	5315.0		0.5793352394621382	1.0	2355481.0	2358375.0	+	2894	0.0742110917498611	True	hg	hg
head3393	SM_V7_6	2350029	2350129	-	327	100	Smp_162240	olap	0.0	0.3771985344562118	3.192675275015592	0.0	2346919.0	2356789.0	+	9870	6.265559680983415	False	olap	olap
head3394	SM_V7_7	2350986	2351086	-	285	100	Smp_130250	olap	0.0		1.92711212291635	0.0	2321053.0	2374243.0	-	53190	0.35726392800611595	True	olap	olap
head3396	SM_V7_7	2354745	2354845	+	935	100	Smp_130250	olap	0.0		0.0	0.0	2321053.0	2374243.0	-	53190	0.35726392800611595	False	olap	olap
head3397	SM_V7_1	2353729	2353829	-	754	100	Smp_346460	olap	0.0	0.1945091566810625	0.3068098564629972	0.0	2337321.0	2391915.0	+	54594	8.18420093285384	False	olap	olap
head3399	SM_V7_6	2355719	2355819	-	269	100	Smp_162240	olap	0.0	-0.050389490469317295	2.9272934164285505	0.0	2346919.0	2356789.0	+	9870	6.265559680983415	False	olap	olap
head3404	SM_V7_2	2359597	2359697	-	192	100	Smp_171580	olap	0.0		0.3068098564629972	0.0	2355738.0	2384908.0	+	29170	0.6490258702031684	False	olap	olap
head3405	SM_V7_1	2359602	2359702	-	834	100	Smp_346460	olap	0.0	-0.1443610103960807	2.098501091552554	0.0	2337321.0	2391915.0	+	54594	8.18420093285384	False	olap	olap
head3408	SM_V7_7	2362090	2362190	-	3120	100	Smp_130250	olap	0.0		0.3068098564629972	0.0	2321053.0	2374243.0	-	53190	0.35726392800611595	True	olap	olap
head3409	SM_V7_7	2366674	2366774	-	607	100	Smp_130250	olap	0.0		1.225895347479934	0.0	2321053.0	2374243.0	-	53190	0.35726392800611595	True	olap	olap
head3411	SM_V7_2	2368569	2368669	-	316	100	Smp_171580	olap	0.0		0.0	0.0	2355738.0	2384908.0	+	29170	0.6490258702031684	False	olap	olap
head3415	SM_V7_2	2370619	2370719	-	120	100	Smp_171580	olap	0.0	0.05281083961936597	0.0	0.0	2355738.0	2384908.0	+	29170	0.6490258702031684	False	olap	olap
head3420	SM_V7_6	2373197	2373297	+	137	100	Smp_162250	olap	0.0	-0.6822179452860542	1.2520960473629783	0.0	2359401.0	2417346.0	-	57945	1.8052199658423802	False	olap	olap
head3428	SM_V7_3	2379846	2379946	-	436	100	Smp_243500	gh	23484.0		0.0	1.0	2349264.0	2356362.0	+	7098	0.03947540974536844	False	gh	hg
head3433	SM_V7_1	2383793	2383893	+	138	100	Smp_346460	olap	0.0	0.9740735356551932	2.841427419560789	0.0	2337321.0	2391915.0	+	54594	8.18420093285384	True	olap	olap
head3436	SM_V7_6	2386485	2386585	+	394	100	Smp_162250	olap	0.0		0.0	0.0	2359401.0	2417346.0	-	57945	1.8052199658423802	False	olap	olap
head3438	SM_V7_3	2385630	2385730	-	860	100	Smp_243500	gh	29268.0		0.0	1.0	2349264.0	2356362.0	+	7098	0.03947540974536844	False	gh	hg
head3441	SM_V7_7	2390102	2390202	-	153	100	Smp_198360	olap	0.0	0.8358234553949971	23.35398432677664	0.0	2386178.0	2443774.0	+	57596	5.380783472222534	False	olap	olap
head3449	SM_V7_2	2399082	2399182	+	196	100	Smp_333750	olap	0.0	-0.13407053965254126	2.2653101753195815	0.0	2387957.0	2408824.0	-	20867	2.118878295628522	False	olap	olap
head3451	SM_V7_3	2398168	2398268	-	3186	100	Smp_205760	hg	25136.0		0.0	0.0	2423404.0	2425760.0	+	2356	12.29705619844773	False	hg	gh
head3452	SM_V7_2	2403510	2403610	-	51	100	Smp_333750	olap	0.0	0.016151240849567927	1.7286557669129117	0.0	2387957.0	2408824.0	-	20867	2.118878295628522	True	olap	olap
head3454	SM_V7_6	2405041	2405141	-	69	100	Smp_162250	olap	0.0	0.8312830206116973	1.329061351882303	0.0	2359401.0	2417346.0	-	57945	1.8052199658423802	True	olap	olap
head3460	SM_V7_6	2413208	2413308	+	297	100	Smp_162250	olap	0.0		0.27194458900565555	0.0	2359401.0	2417346.0	-	57945	1.8052199658423802	False	olap	olap
