head_id	seqid	start	end	strand	motherlength	length	neighbor_gene	relative_position	distance	correlation	complement_correlation	transcription	complement_transcription	repetitions	gene_start	gene_end	gene_strand	gene_length	gene_gene_transcription	gene_gene_complement_transcription	same_strand	gene_stream	head_stream
head3262	SM_V7_2	6926993	6927093	-	464	100	Smp_343990	hg	11311.0			0.0	0.059234990990594816	0.0	6938404.0	7018460.0	-	80056	0.0009175001102770256	0.17555328722929606	True	gh	gh
head3263	SM_V7_2	47583080	47583180	+	399	100	Smp_082050	hg	11641.0			0.07108198918871378	0.0	0.0	47594821.0	47605432.0	-	10611	0.0027912068132407318	1.9541797140861008	False	gh	hg
head3264	SM_V7_2	7369124	7369224	-	415	100	Smp_047900	olap	0.0			0.07108198918871378	0.0	0.0	7363873.0	7381727.0	+	17854	0.0028532593397508424	1.5164741616433894	False	olap	olap
head3265	SM_V7_2	27678973	27679073	+	355	100	Smp_212080	olap	0.0			0.0	0.0	0.0	27628394.0	27706261.0	-	77867	0.005720615051938214	0.3057486172440169	False	olap	olap
head3268	SM_V7_2	8583438	8583538	-	369	100	Smp_133690	gh	51371.0			0.01184699819811896	0.0	0.0	8414869.0	8532067.0	-	117198	0.002183443071378092	0.25422959835721765	True	hg	hg
head3269	SM_V7_2	5764801	5764901	-	433	100	Smp_131690	olap	0.0			0.023693996396237926	0.0	0.0	5735403.0	5796211.0	+	60808	0.000935166283235282	0.18771514872858208	False	olap	olap
head3272	SM_V7_2	20561558	20561658	-	425	100	Smp_041700	gh	26760.0			0.0	0.0	0.0	20505918.0	20534798.0	-	28880	0.0003691931571435965	0.022520782585759385	True	hg	hg
head3273	SM_V7_2	6916484	6916584	+	514	100	Smp_327780	gh	14514.0		0.17016216135017045	0.023693996396237926	0.10662298378307064	0.0	6894654.0	6901970.0	-	7316	0.0	0.02331831247306083	False	hg	gh
head3274	SM_V7_2	17280625	17280725	-	492	100	Smp_310760	gh	22970.0		-0.4746328421978325	0.03554099459435688	0.2132459675661413	0.0	17212630.0	17257655.0	-	45025	0.004446735581303952	0.11032640409708563	True	hg	hg
head3275	SM_V7_2	5197926	5198026	+	472	100	Smp_242220	hg	12114.0			0.0	0.0	0.0	5210140.0	5232695.0	-	22555	0.0024161468282574696	0.7620316996599863	False	gh	hg
head3277	SM_V7_2	30713213	30713313	+	389	100	Smp_245850	gh	11158.0			0.0	0.0	0.0	30599470.0	30702055.0	+	102585	0.0038687375311886266	0.06643834930426318	True	gh	gh
head3278	SM_V7_2	10473081	10473181	-	494	100	Smp_342060	gh	38475.0			0.0	0.0	0.0	10366814.0	10434606.0	-	67792	0.0016601735143103925	0.011219277854602864	True	hg	hg
head3279	SM_V7_2	44607381	44607481	+	387	100	Smp_103340	gh	27039.0			0.0	0.0	0.0	44573520.0	44580342.0	-	6822	0.006078055364030543	0.8054291650963903	False	hg	gh
head3280	SM_V7_2	47038746	47038846	-	437	100	Smp_170430	gh	1349.0			0.0	0.0	0.0	47031597.0	47037397.0	+	5800	0.004289430382077555	0.933666013165548	False	gh	hg
head3282	SM_V7_2	877249	877349	+	420	100	Smp_347410	olap	0.0			0.0	0.0	0.0	849006.0	886367.0	-	37361	22.250039443940764	0.04851558374540835	False	olap	olap
head3284	SM_V7_2	43470793	43470893	+	520	100	Smp_134050	olap	0.0			0.0	0.0	0.0	43391636.0	43481080.0	-	89444	0.001086102871344925	0.06993442878903908	False	olap	olap
head3285	SM_V7_2	18863368	18863468	+	522	100	Smp_245660	gh	27097.0			0.0	0.0	0.0	18768136.0	18836271.0	-	68135	0.005268423650150502	0.05979573905236825	False	hg	gh
head3287	SM_V7_2	6731815	6731915	-	501	100	Smp_147840	gh	18711.0			0.0	0.0	0.0	6672830.0	6713104.0	+	40274	0.002500359653473982	0.9500484203323436	False	gh	hg
head3288	SM_V7_2	9987401	9987501	+	533	100	Smp_131020	hg	2688.0			0.0	0.0	0.0	9990189.0	10036773.0	+	46584	0.001068121939552199	0.5149365007631649	True	hg	hg
head3291	SM_V7_2	11714488	11714588	+	464	100	Smp_245580	gh	28639.0			0.0	0.0	0.0	11653015.0	11685849.0	+	32834	0.00039689644934917635	0.05884891898986424	True	gh	gh
head3292	SM_V7_2	47885334	47885434	+	399	100	Smp_179070	hg	25807.0			0.0	0.0	1.0	47911241.0	47922612.0	-	11371	0.002396279646088613	2.677061108967256	False	gh	hg
head3293	SM_V7_2	5112869	5112969	+	411	100	Smp_191310	olap	0.0			0.0	0.023693996396237926	1.0	5105679.0	5144687.0	+	39008	0.002551137840037923	0.17548183856832278	True	olap	olap
head3295	SM_V7_2	18899626	18899726	-	469	100	Smp_046680	hg	16519.0			0.0	0.0	0.0	18916245.0	18933661.0	-	17416	0.0010883783369884208	0.9608340006225904	True	gh	gh
head3296	SM_V7_2	23054883	23054983	-	325	100	Smp_001640	gh	12086.0			0.0	0.0	0.0	23026082.0	23042797.0	-	16715	0.0003543822374549495	1.318018417542448	True	hg	hg
head3297	SM_V7_2	45027144	45027244	-	386	100	Smp_170930	olap	0.0	0.08991037254248324		0.31986895134921195	0.0	0.0	44983453.0	45038381.0	+	54928	0.0008411610284857259	0.05204414260861684	False	olap	olap
head3299	SM_V7_2	6379056	6379156	+	383	100	Smp_327770	olap	0.0	0.815797346944066		5.8405701116726485	0.01184699819811896	0.0	6379136.0	6380356.0	-	1220	0.023305570225807797	13.337583627144587	False	olap	olap
head3301	SM_V7_2	18768732	18768832	-	433	100	Smp_245660	olap	0.0		-0.0012630258661551724	0.0	0.16585797477366546	0.0	18768136.0	18836271.0	-	68135	0.005268423650150502	0.05979573905236825	True	olap	olap
head3302	SM_V7_2	30661211	30661311	+	391	100	Smp_245850	olap	0.0			0.01184699819811896	0.059234990990594816	0.0	30599470.0	30702055.0	+	102585	0.0038687375311886266	0.06643834930426318	True	olap	olap
head3303	SM_V7_2	21654393	21654493	-	382	100	Smp_014020	olap	0.0		0.2646334274741685	0.0	1.149158825217539	0.0	21653119.0	21664205.0	-	11086	0.005663818370018989	1.8185131547662847	True	olap	olap
head3304	SM_V7_2	6014180	6014280	+	556	100	Smp_212760	gh	8018.0			0.0	0.0	0.0	5918516.0	6006162.0	-	87646	0.0016625753352904095	0.06248850223615905	False	hg	gh
head3305	SM_V7_2	47023154	47023254	-	394	100	Smp_088720	olap	0.0			0.0	0.0	0.0	47020382.0	47026223.0	-	5841	0.0008112993116328684	0.021093782102454574	True	olap	olap
head3306	SM_V7_2	7731165	7731265	+	401	100	Smp_133580	hg	63902.0			0.03554099459435688	0.03554099459435688	0.0	7795167.0	7802897.0	-	7730	0.0012260800205039027	0.8043084934505602	False	gh	hg
head3307	SM_V7_2	29383561	29383661	+	392	100	Smp_148470	olap	0.0		0.3000613604733117	0.0	0.08292898738683273	0.0	29380123.0	29388580.0	+	8457	0.007284425993877095	0.1402252003821341	True	olap	olap
head3308	SM_V7_2	3295432	3295532	+	359	100	Smp_122810	gh	7839.0			0.0	0.01184699819811896	0.0	3221856.0	3287593.0	+	65737	0.005316434380098109	0.040963577443942384	True	gh	gh
head3309	SM_V7_2	45969905	45970005	+	451	100	Smp_347740	olap	0.0			0.01184699819811896	0.0	0.0	45932813.0	45983177.0	-	50364	0.0003998867631006718	0.02502820681994793	False	olap	olap
head3312	SM_V7_2	4490070	4490170	-	469	100	Smp_245480	olap	0.0		0.3582053443676062	0.01184699819811896	0.08292898738683273	0.0	4470164.0	4508366.0	-	38202	0.0019537220210499306	0.3911165417378052	True	olap	olap
head3313	SM_V7_2	8657209	8657309	-	400	100	Smp_340340	hg	89925.0			0.0	0.0	0.0	8747234.0	8782414.0	-	35180	0.0010776121158038849	0.07883406134677796	True	gh	gh
head3314	SM_V7_2	11973047	11973147	-	472	100	Smp_310510	olap	0.0			0.0	0.01184699819811896	0.0	11884566.0	12043925.0	+	159359	0.0029141895303450905	0.0188753245345566	False	olap	olap
head3318	SM_V7_2	46025980	46026080	-	473	100	Smp_246110	olap	0.0			0.0	0.03554099459435688	1.0	45989730.0	46039765.0	-	50035	0.00506696835094925	1.115845876052268	True	olap	olap
head3319	SM_V7_2	8676163	8676263	+	387	100	Smp_340340	hg	70971.0			0.0	0.0	0.0	8747234.0	8782414.0	-	35180	0.0010776121158038849	0.07883406134677796	False	gh	hg
head3321	SM_V7_2	47882109	47882209	-	366	100	Smp_179070	hg	29032.0			0.0	0.0	0.0	47911241.0	47922612.0	-	11371	0.002396279646088613	2.677061108967256	True	gh	gh
head3322	SM_V7_2	29846508	29846608	-	539	100	Smp_048980	hg	1670.0			0.0	0.01184699819811896	0.0	29848278.0	29883892.0	-	35614	0.0016299851510861714	0.8607319547827488	True	gh	gh
head3323	SM_V7_2	33251806	33251906	-	534	100	Smp_337240	hg	31807.0			0.0	0.0	0.0	33283713.0	33341587.0	+	57874	0.012916777590996069	0.01684708075656064	False	hg	gh
head3325	SM_V7_2	4714885	4714985	+	395	100	Smp_146940	olap	0.0			0.01184699819811896	0.0	0.0	4691398.0	4746854.0	-	55456	0.001452675774437553	0.0393931489421007	False	olap	olap
head3326	SM_V7_2	29043678	29043778	-	448	100	Smp_346250	gh	7691.0			0.0	0.0	0.0	28939436.0	29035987.0	-	96551	0.00029448473527447165	0.012147495330071955	True	hg	hg
head3327	SM_V7_2	46097114	46097214	+	531	100	Smp_139840	olap	0.0			0.0	0.0	0.0	46092152.0	46106756.0	+	14604	0.0619769010090584	3.052605739490664	True	olap	olap
head3328	SM_V7_2	10254752	10254852	+	344	100	Smp_310430	olap	0.0			0.0	0.0	0.0	10180718.0	10267296.0	-	86578	0.0002873558665717598	0.05500812302945116	False	olap	olap
head3329	SM_V7_2	10494007	10494107	-	394	100	Smp_004590	hg	57383.0			0.0	0.0	0.0	10551490.0	10564634.0	+	13144	0.0007210589286743129	0.5227677232888769	False	hg	gh
head3330	SM_V7_2	5023603	5023703	+	442	100	Smp_310170	gh	3088.0			0.0	0.023693996396237926	0.0	4883073.0	5020515.0	-	137442	0.00042236209579883086	0.11958881055332612	False	hg	gh
head3331	SM_V7_2	6075302	6075402	-	328	100	Smp_327720	olap	0.0			0.0	0.0	0.0	6064076.0	6086723.0	+	22647	0.0024586431549944413	0.0016216582511665468	False	olap	olap
head3337	SM_V7_2	9150706	9150806	+	381	100	Smp_131160	gh	3164.0			0.0	0.0	0.0	9110147.0	9147542.0	-	37395	0.002502775391499928	0.08620318785153548	False	hg	gh
head3338	SM_V7_2	16914024	16914124	-	437	100	Smp_333840	olap	0.0			0.0	0.0	0.0	16894459.0	16953278.0	+	58819	0.017442493819294826	0.04425076087874217	False	olap	olap
head3339	SM_V7_2	27935016	27935116	-	374	100	Smp_128760	hg	18626.0			0.01184699819811896	0.0	0.0	27953742.0	27979896.0	+	26154	0.1454489225898906	0.3434424575137186	False	hg	gh
head3341	SM_V7_2	4470099	4470199	+	432	100	Smp_245480	olap	0.0			0.01184699819811896	0.0	0.0	4470164.0	4508366.0	-	38202	0.0019537220210499306	0.3911165417378052	False	olap	olap
head3343	SM_V7_2	5920068	5920168	+	403	100	Smp_212760	olap	0.0	0.6799443707198174		0.13031698017930854	0.01184699819811896	0.0	5918516.0	6006162.0	-	87646	0.0016625753352904095	0.06248850223615905	False	olap	olap
head3344	SM_V7_2	12881270	12881370	-	358	100	Smp_242200	olap	0.0	-0.15478042657234062		12.581512086402338	0.03554099459435688	0.0	12852890.0	12892991.0	+	40101	0.002924747067688529	0.3021352349621272	False	olap	olap
head3345	SM_V7_2	36225420	36225520	+	343	100	Smp_128520	olap	0.0			0.0	0.0	0.0	36214915.0	36246535.0	-	31620	0.00011240036241099585	0.015024181775603109	False	olap	olap
head3347	SM_V7_2	7263220	7263320	+	360	100	Smp_245520	hg	8106.0			0.0	0.0	0.0	7271426.0	7355739.0	-	84313	0.0013067626966482787	0.22044946180338545	False	gh	hg
head3348	SM_V7_2	9194526	9194626	+	360	100	Smp_131150	olap	0.0			0.01184699819811896	0.0	0.0	9170751.0	9217172.0	-	46421	0.0008932270673491818	0.4309182580625981	False	olap	olap
head3350	SM_V7_2	19378959	19379059	+	375	100	Smp_046780	hg	1576.0			0.0	0.0	0.0	19380635.0	19396420.0	+	15785	0.0	0.0008255747873253633	True	hg	hg
head3351	SM_V7_2	41703227	41703327	-	345	100	Smp_213230	gh	1876.0			0.01184699819811896	0.01184699819811896	0.0	41694816.0	41701351.0	+	6535	0.00036257071761649465	0.3087289660504452	False	gh	hg
head3354	SM_V7_2	45578328	45578428	+	466	100	Smp_328670	hg	5361.0			0.0	0.0	1.0	45583789.0	45585863.0	-	2074	0.0	0.0005712149565148969	False	gh	hg
head3355	SM_V7_2	9750807	9750907	+	447	100	Smp_016340	hg	1453.0			0.09477598558495168	0.0	0.0	9752360.0	9766777.0	-	14417	0.0015613023913731033	0.8935580107258486	False	gh	hg
head3356	SM_V7_2	17333718	17333818	+	385	100	Smp_065290	hg	53926.0			0.0	0.0	0.0	17387744.0	17431785.0	-	44041	0.0015332960134710402	0.361481260158313	False	gh	hg
head3360	SM_V7_2	18774226	18774326	+	398	100	Smp_245660	olap	0.0			0.023693996396237926	0.0	0.0	18768136.0	18836271.0	-	68135	0.005268423650150502	0.05979573905236825	False	olap	olap
head3361	SM_V7_2	27017244	27017344	-	516	100	Smp_166960	olap	0.0			0.0	0.023693996396237926	0.0	27000476.0	27056554.0	-	56078	0.006929304556123648	0.457312974775636	True	olap	olap
head3363	SM_V7_2	29147407	29147507	+	380	100	Smp_245790	hg	4477.0			0.023693996396237926	0.0	0.0	29151984.0	29224689.0	-	72705	0.0016946397257470215	0.2299495750936728	False	gh	hg
head3364	SM_V7_2	3334754	3334854	+	333	100	Smp_001390	hg	34132.0			0.0	0.0	0.0	3368986.0	3385480.0	+	16494	0.000430956645984684	0.9391263577082904	True	hg	hg
head3365	SM_V7_2	5109090	5109190	+	311	100	Smp_191310	olap	0.0			0.0	0.023693996396237926	0.0	5105679.0	5144687.0	+	39008	0.002551137840037923	0.17548183856832278	True	olap	olap
head3367	SM_V7_2	35385431	35385531	-	361	100	Smp_123370	gh	10191.0			0.0	0.0	0.0	35352326.0	35375240.0	+	22914	0.0005687220920804249	0.06431729841345897	False	gh	hg
head3369	SM_V7_2	38651183	38651283	+	327	100	Smp_140720	hg	3513.0			0.0	0.0	1.0	38654796.0	38668157.0	+	13361	0.00035467399739896595	0.29774882081643195	True	hg	hg
head3372	SM_V7_2	21695609	21695709	-	380	100	Smp_014010	gh	636.0			0.023693996396237926	0.0	0.0	21675169.0	21694973.0	+	19804	0.0022732070870961447	3.914462603979562	False	gh	hg
head3373	SM_V7_2	1090057	1090157	+	338	100	Smp_138750	gh	10274.0			0.0	0.0	0.0	1050392.0	1079783.0	+	29391	0.0006046237724874432	0.2157700702750189	True	gh	gh
head3374	SM_V7_2	30512116	30512216	-	342	100	Smp_148220	olap	0.0			0.023693996396237926	0.0	0.0	30497530.0	30524671.0	+	27141	0.0015713935932068926	0.5550947868003347	False	olap	olap
head3375	SM_V7_2	44771251	44771351	+	374	100	Smp_179650	gh	14631.0			0.0	0.0	0.0	44754263.0	44756620.0	+	2357	0.06684984133855841	24.573096941359267	True	gh	gh
head3381	SM_V7_2	42821127	42821227	-	414	100	Smp_242240	olap	0.0			0.03554099459435688	0.0	0.0	42813261.0	42827651.0	-	14390	0.037788548804284935	3.6153514862557055	True	olap	olap
head3382	SM_V7_2	6896231	6896331	-	400	100	Smp_327780	olap	0.0		0.6896571148481742	0.0	0.17770497297178442	0.0	6894654.0	6901970.0	-	7316	0.0	0.02331831247306083	True	olap	olap
head3383	SM_V7_2	5146195	5146295	+	395	100	Smp_191310	gh	1508.0			0.0	0.03554099459435688	0.0	5105679.0	5144687.0	+	39008	0.002551137840037923	0.17548183856832278	True	gh	gh
head3385	SM_V7_2	43004482	43004582	-	392	100	Smp_180900	olap	0.0			0.059234990990594816	0.023693996396237926	0.0	42969687.0	43009340.0	+	39653	0.0006871635401022271	0.1232412870835516	False	olap	olap
head3386	SM_V7_2	4780804	4780904	+	418	100	Smp_310160	hg	2476.0			0.0	0.0	0.0	4783380.0	4880215.0	-	96835	0.00614157390969765	1.9562013981374808	False	gh	hg
head3387	SM_V7_2	7075636	7075736	+	307	100	Smp_147790	olap	0.0	0.3378749919034605		0.23693996396237926	0.0	0.0	7053968.0	7137150.0	-	83182	0.0010824118956709876	0.273565364369057	False	olap	olap
head3388	SM_V7_2	24972486	24972586	+	312	100	Smp_342310	olap	0.0			0.01184699819811896	0.0	0.0	24950568.0	24982312.0	-	31744	0.00014928173132710382	0.034558720802224545	False	olap	olap
head3389	SM_V7_2	36630696	36630796	+	316	100	Smp_333920	hg	9889.0			0.023693996396237926	0.0	0.0	36640685.0	36691391.0	+	50706	0.004719547264663018	0.06359706759610266	True	hg	hg
head3392	SM_V7_2	4936908	4937008	+	374	100	Smp_310170	olap	0.0			0.023693996396237926	0.0	0.0	4883073.0	5020515.0	-	137442	0.00042236209579883086	0.11958881055332612	False	olap	olap
head3393	SM_V7_2	47505448	47505548	-	399	100	Smp_166440	hg	14883.0			0.0	0.0	0.0	47520431.0	47557932.0	-	37501	9.477345829273056e-05	0.013205101855453791	True	gh	gh
head3394	SM_V7_2	5036994	5037094	+	475	100	Smp_310170	gh	16479.0			0.0	0.0	7.0	4883073.0	5020515.0	-	137442	0.00042236209579883086	0.11958881055332612	False	hg	gh
head3395	SM_V7_2	40313938	40314038	-	323	100	Smp_315600	hg	11072.0			0.0	0.0	0.0	40325110.0	40382522.0	-	57412	0.00033016089174720166	0.015703277413726274	True	gh	gh
head3396	SM_V7_2	6284145	6284245	+	310	100	Smp_159330	olap	0.0	0.11179252006344736		1.2202408144062529	0.0	0.0	6282965.0	6298382.0	-	15417	0.0010758122512399657	0.0276637436033134	False	olap	olap
head3397	SM_V7_2	4686868	4686968	+	367	100	Smp_146940	hg	4430.0			0.01184699819811896	0.0	0.0	4691398.0	4746854.0	-	55456	0.001452675774437553	0.0393931489421007	False	gh	hg
head3398	SM_V7_2	9935091	9935191	+	324	100	Smp_131030	hg	1830.0			0.0	0.0	0.0	9937021.0	9981135.0	-	44114	0.008889142683903922	0.3858049057310083	False	gh	hg
head3399	SM_V7_2	4670174	4670274	+	373	100	Smp_046190	gh	10601.0			0.0	0.0	0.0	4649418.0	4659573.0	+	10155	0.002333234504799402	2.633288462116605	True	gh	gh
head3401	SM_V7_2	44765858	44765958	-	341	100	Smp_179650	gh	9238.0			0.0	0.0	0.0	44754263.0	44756620.0	+	2357	0.06684984133855841	24.573096941359267	False	gh	hg
head3402	SM_V7_2	10456550	10456650	+	308	100	Smp_342060	gh	21944.0			0.0	0.0	0.0	10366814.0	10434606.0	-	67792	0.0016601735143103925	0.011219277854602864	False	hg	gh
head3403	SM_V7_2	2632446	2632546	-	317	100	Smp_327390	olap	0.0			0.0	0.0	1.0	2584128.0	2644730.0	-	60602	0.0019744345368304926	0.002678193381641361	True	olap	olap
head3404	SM_V7_2	5181843	5181943	+	368	100	Smp_310180	gh	15340.0			0.0	0.0	0.0	5152853.0	5166503.0	+	13650	0.010675317057645656	3.438840751691352	True	gh	gh
head3405	SM_V7_2	7216671	7216771	+	344	100	Smp_245520	hg	54655.0			0.0	0.0	0.0	7271426.0	7355739.0	-	84313	0.0013067626966482787	0.22044946180338545	False	gh	hg
head3406	SM_V7_2	38044936	38045036	-	356	100	Smp_140620	gh	725.0			0.0	0.0	0.0	37987016.0	38044211.0	-	57195	0.002444174818389785	0.019739818660385298	True	hg	hg
head3408	SM_V7_2	16360036	16360136	-	318	100	Smp_327910	olap	0.0			0.0	0.0	1.0	16335971.0	16367419.0	+	31448	0.00015068682521138338	0.006027473008455335	False	olap	olap
head3409	SM_V7_2	16392058	16392158	+	318	100	Smp_327920	olap	0.0			0.0	0.0	1.0	16385025.0	16417293.0	-	32268	0.00018357193191581385	0.0025700070468213936	False	olap	olap
head3410	SM_V7_2	7188204	7188304	-	326	100	Smp_147790	gh	51054.0			0.01184699819811896	0.0	0.0	7053968.0	7137150.0	-	83182	0.0010824118956709876	0.273565364369057	True	hg	hg
head3411	SM_V7_2	7642233	7642333	-	300	100	Smp_173160	hg	1570.0			0.0	0.0	2.0	7643903.0	7663458.0	+	19555	0.00018174888567812263	0.009148027245798841	False	hg	gh
head3412	SM_V7_2	21786333	21786433	-	277	100	Smp_013950	hg	4295.0			0.0	0.0	0.0	21790728.0	21799005.0	-	8277	0.003148894048068348	1.6030733335620684	True	gh	gh
head3413	SM_V7_2	3562480	3562580	-	444	100	Smp_122780	olap	0.0	0.4498887009561557		2.3812466378219117	0.01184699819811896	0.0	3536030.0	3571084.0	+	35054	0.003278253053053972	0.2496879748037396	False	olap	olap
head3414	SM_V7_2	20879188	20879288	+	309	100	Smp_124450	hg	19106.0			0.0	0.0	0.0	20898394.0	20919682.0	-	21288	0.0029495063157661825	1.1868145601892381	False	gh	hg
head3415	SM_V7_2	22900347	22900447	+	288	100	Smp_328130	hg	8468.0			0.0	0.0	0.0	22908915.0	22909507.0	-	592	0.0	0.0	False	gh	hg
head3416	SM_V7_2	6720463	6720563	-	325	100	Smp_147840	gh	7359.0			0.0	0.0	6.0	6672830.0	6713104.0	+	40274	0.002500359653473982	0.9500484203323436	False	gh	hg
head3420	SM_V7_2	4766332	4766432	-	411	100	Smp_310160	hg	16948.0			0.0	0.0	0.0	4783380.0	4880215.0	-	96835	0.00614157390969765	1.9562013981374808	True	gh	gh
head3423	SM_V7_2	38071847	38071947	-	347	100	Smp_140620	gh	27636.0	-0.07783689292252907		0.08292898738683273	0.0	0.0	37987016.0	38044211.0	-	57195	0.002444174818389785	0.019739818660385298	True	hg	hg
head3424	SM_V7_2	47069388	47069488	+	286	100	Smp_170450	olap	0.0			0.023693996396237926	0.0	0.0	47059067.0	47097663.0	-	38596	0.0012891852117343672	0.4478997764197117	False	olap	olap
head3427	SM_V7_2	9923220	9923320	+	297	100	Smp_131030	hg	13701.0			0.0	0.0	0.0	9937021.0	9981135.0	-	44114	0.008889142683903922	0.3858049057310083	False	gh	hg
head3429	SM_V7_2	44677460	44677560	+	319	100	Smp_312010	gh	7470.0			0.0	0.0	0.0	44638556.0	44669990.0	+	31434	3.7688484437612016e-05	0.011193479877970768	True	gh	gh
head3430	SM_V7_2	25372513	25372613	+	304	100	Smp_009550	olap	0.0	-0.18495780302441994		0.3435629477454499	0.0	0.0	25369729.0	25394083.0	-	24354	0.0015566393296370484	0.3466927656976014	False	olap	olap
head3431	SM_V7_2	47821045	47821145	-	315	100	Smp_312150	olap	0.0	-0.4987549220878526		0.10662298378307064	0.0	0.0	47797446.0	47846548.0	+	49102	0.0013511300946899554	0.3866162256662829	False	olap	olap
head3432	SM_V7_2	9481976	9482076	+	241	100	Smp_213020	olap	0.0			0.0	0.04738799279247585	0.0	9480551.0	9506577.0	+	26026	0.00200287374439881	0.3508215442745825	True	olap	olap
head3434	SM_V7_2	7154121	7154221	+	335	100	Smp_147790	gh	16971.0		0.6989333339931671	0.0	0.2487869621604982	0.0	7053968.0	7137150.0	-	83182	0.0010824118956709876	0.273565364369057	False	hg	gh
head3436	SM_V7_2	2546483	2546583	-	317	100	Smp_310090	gh	466.0			0.0	0.0	1.0	2535965.0	2546017.0	-	10052	0.0003535713747946368	0.05044284947070152	True	hg	hg
head3437	SM_V7_2	6886908	6887008	-	412	100	Smp_344000	olap	0.0			0.01184699819811896	0.01184699819811896	0.0	6851894.0	6890299.0	+	38405	0.0012647491892276456	0.007125782017355761	False	olap	olap
head3438	SM_V7_2	23357725	23357825	-	317	100	Smp_001560	gh	21884.0			0.0	0.0	0.0	23323578.0	23335841.0	+	12263	0.0006762536686523098	0.5367521975760332	False	gh	hg
head3440	SM_V7_2	9011743	9011843	+	338	100	Smp_133720	gh	10621.0			0.0	0.0	0.0	8985935.0	9001122.0	-	15187	0.0226221734210476	0.0009360899346640386	False	hg	gh
head3441	SM_V7_2	13048182	13048282	-	258	100	Smp_208000	olap	0.0		0.11160545776964187	0.0	0.1540109765755465	0.0	13045820.0	13088036.0	-	42216	0.02587391590549953	0.12184874496928305	True	olap	olap
head3443	SM_V7_2	33946892	33946992	-	403	100	Smp_154850	gh	9734.0			0.0	0.0	0.0	33817876.0	33937158.0	-	119282	0.0006356431688600237	0.05205321637492789	True	hg	hg
head3444	SM_V7_2	47880370	47880470	-	320	100	Smp_179070	hg	30771.0			0.0	0.0	1.0	47911241.0	47922612.0	-	11371	0.002396279646088613	2.677061108967256	True	gh	gh
head3445	SM_V7_2	8550355	8550455	-	284	100	Smp_133690	gh	18288.0			0.0	0.0	0.0	8414869.0	8532067.0	-	117198	0.002183443071378092	0.25422959835721765	True	hg	hg
head3446	SM_V7_2	10036754	10036854	-	312	100	Smp_131020	olap	0.0			0.03554099459435688	0.0	0.0	9990189.0	10036773.0	+	46584	0.001068121939552199	0.5149365007631649	False	olap	olap
head3447	SM_V7_2	30842304	30842404	-	288	100	Smp_014840	gh	224.0			0.0	0.03554099459435688	0.0	30776080.0	30842080.0	+	66000	0.001651399748828704	0.23697586395691897	False	gh	hg
head3450	SM_V7_2	41878533	41878633	+	234	100	Smp_142400	hg	13783.0			0.13031698017930854	0.0	0.0	41892416.0	41902499.0	-	10083	0.0010574529781123738	1.5065180094840953	False	gh	hg
head3452	SM_V7_2	3173054	3173154	+	311	100	Smp_001420	olap	0.0	-0.4574770290658957		14.050539862969089	0.023693996396237926	0.0	3171682.0	3190782.0	-	19100	0.006946930880572376	0.9062643490718122	False	olap	olap
head3453	SM_V7_2	17359074	17359174	+	320	100	Smp_065290	hg	28570.0			0.0	0.0	0.0	17387744.0	17431785.0	-	44041	0.0015332960134710402	0.361481260158313	False	gh	hg
head3455	SM_V7_2	8723661	8723761	+	306	100	Smp_340340	hg	23473.0			0.0	0.0	1.0	8747234.0	8782414.0	-	35180	0.0010776121158038849	0.07883406134677796	False	gh	hg
head3456	SM_V7_2	5945697	5945797	+	311	100	Smp_212760	olap	0.0			0.0	0.0	1.0	5918516.0	6006162.0	-	87646	0.0016625753352904095	0.06248850223615905	False	olap	olap
head3457	SM_V7_2	7227398	7227498	+	378	100	Smp_245520	hg	43928.0			0.0	0.0	0.0	7271426.0	7355739.0	-	84313	0.0013067626966482787	0.22044946180338545	False	gh	hg
head3460	SM_V7_2	4849026	4849126	+	294	100	Smp_310160	olap	0.0			0.01184699819811896	0.0	0.0	4783380.0	4880215.0	-	96835	0.00614157390969765	1.9562013981374808	False	olap	olap
head3461	SM_V7_2	7395759	7395859	-	294	100	Smp_047900	gh	14032.0			0.0	0.0	2.0	7363873.0	7381727.0	+	17854	0.0028532593397508424	1.5164741616433894	False	gh	hg
head3462	SM_V7_2	3454093	3454193	+	326	100	Smp_122790	hg	8883.0			0.0	0.01184699819811896	0.0	3463076.0	3478226.0	-	15150	0.0022677422293429037	1.1510746764112945	False	gh	hg
head3465	SM_V7_2	9278975	9279075	-	294	100	Smp_327810	gh	667.0			0.0	0.01184699819811896	0.0	9261886.0	9278308.0	+	16422	0.0015149614064090744	0.239652466290045	False	gh	hg
head3468	SM_V7_2	32291495	32291595	+	294	100	Smp_146640	olap	0.0	0.3071384356465793		0.08292898738683273	0.0	0.0	32283960.0	32343450.0	-	59490	0.0002389712193266558	0.03566645448450338	False	olap	olap
head3470	SM_V7_2	3323250	3323350	-	398	100	Smp_122810	gh	35657.0			0.0	0.0	0.0	3221856.0	3287593.0	+	65737	0.005316434380098109	0.040963577443942384	False	gh	hg
head3472	SM_V7_2	20131991	20132091	+	293	100	Smp_098550	olap	0.0			0.01184699819811896	0.0	0.0	20097667.0	20133792.0	-	36125	0.00626374160786359	0.40815983273021067	False	olap	olap
