	seqid	start	end	strand	motherlength	length	neighbor_gene	flag	distance	correlation	transcription	gene_start	gene_end	gene_strand	gene_length	gene_transcription	same_strand
head14430	SM_V7_6	19049550	19050550	+	192	1000	Smp_149430	dir	1385.0	0.5363829700075493	1.463332790081794	19051935.0	19081595.0	-	29660	4.789263973333397	False
head14432	SM_V7_ZW	19060524	19061524	-	730	1000	Smp_204060	dir	3204.0		0.06136197129259944	19064728.0	19066294.0	-	1566	3.3674376203975864	True
head14437	SM_V7_6	19075486	19076486	+	3187	1000	Smp_149430	olap	0.0	-0.4670733880096712	7.0185553766828015	19051935.0	19081595.0	-	29660	4.789263973333397	False
head14443	SM_V7_2	19083413	19084413	+	594	1000	Smp_147230	olap	0.0	0.5382939030453622	0.7643393880610364	19065311.0	19083761.0	-	18450	1.1668673919384753	False
head14453	SM_V7_ZW	19101100	19102100	+	1568	1000	Smp_191870	olap	0.0	0.9483208454769251	211.54364223709536	19091824.0	19103564.0	-	11740	85.5968704312809	False
head14456	SM_V7_1	19103726	19104726	+	463	1000	Smp_333250	dir	2180.0		0.1864762166407082	19106906.0	19147237.0	+	40331	3.5598435956586068	True
head14462	SM_V7_ZW	19114600	19115600	-	578	1000	Smp_007710	olap	0.0		0.2621827638337608	19111908.0	19178988.0	+	67080	6.301033523109944	False
head14464	SM_V7_2	19115506	19116506	-	2947	1000	Smp_147240	olap	0.0		0.2540731835842344	19111305.0	19213633.0	+	102328	4.89280621010954	False
head14465	SM_V7_1	19121093	19122093	+	659	1000	Smp_333250	olap	0.0	0.960318989627574	2.4845035683918377	19106906.0	19147237.0	+	40331	3.5598435956586068	True
head14467	SM_V7_5	19123807	19124807	+	816	1000	Smp_343600	olap	0.0	0.462109180740428	13.183248135414955	19124303.0	19133702.0	-	9399	9.438004246543075	False
head14468	SM_V7_5	19124906	19125906	+	307	1000	Smp_343600	olap	0.0	0.9588463125477672	26.3756399714353	19124303.0	19133702.0	-	9399	9.438004246543075	False
head14472	SM_V7_6	19133712	19134712	-	185	1000	Smp_149450	olap	0.0	0.6317310699434485	27.75518896162259	19131417.0	19155981.0	+	24564	7.629999581477409	False
head14477	SM_V7_2	19142483	19143483	-	1689	1000	Smp_147240	olap	0.0	0.6748641518281024	0.4864627701925921	19111305.0	19213633.0	+	102328	4.89280621010954	False
head1448	SM_V7_4	187361	188361	-	218	1000	Smp_180620	esq	8668.0		0.05438891780113112	173387.0	178693.0	+	5306	0.3150079392623565	False
head14481	SM_V7_4	19148962	19149962	-	3186	1000	Smp_316210	olap	0.0		0.0	19093960.0	19164731.0	+	70771	0.07376665988305772	False
head14485	SM_V7_1	19163745	19164745	+	640	1000	Smp_321890	olap	0.0	0.6484573041211968	8.046307217296514	19150726.0	19221635.0	+	70909	2.8206732937485284	True
head14491	SM_V7_ZW	19175124	19176124	-	392	1000	Smp_007710	olap	0.0	0.9332823749240464	4.168473560524036	19111908.0	19178988.0	+	67080	6.301033523109944	False
head14495	SM_V7_6	19179959	19180959	+	92	1000	Smp_149460	dir	6889.0		0.12272394258519888	19187848.0	19327203.0	-	139355	1.3298907087863046	False
head145	SM_V7_ZWH009	4796	5796	+	615	1000	Smp_331060	dir	7976.0		0.02719445890056556	13772.0	36272.0	-	22500	0.04536124885342286	False
head14505	SM_V7_3	19205484	19206484	-	547	1000	Smp_204880	esq	12067.0		0.0	19175542.0	19193417.0	-	17875	0.03402633817014928	True
head14508	SM_V7_ZW	19210817	19211817	+	156	1000	Smp_007690	esq	6853.0		0.08179356041726502	19182311.0	19203964.0	-	21653	0.48304708621464065	False
head14517	SM_V7_6	19221640	19222640	+	467	1000	Smp_149460	olap	0.0		0.2943628747599676	19187848.0	19327203.0	-	139355	1.3298907087863046	False
head14524	SM_V7_6	19234263	19235263	-	3186	1000	Smp_149460	olap	0.0		0.07283366391155684	19187848.0	19327203.0	-	139355	1.3298907087863046	True
head14526	SM_V7_4	19244782	19245782	+	3186	1000	Smp_316230	olap	0.0		0.04086317824933114	19240742.0	19251056.0	-	10314	0.026697325451499734	False
head14533	SM_V7_5	19249067	19250067	-	3191	1000	Smp_129320	esq	2688.0		0.15661406734306169	19227586.0	19246379.0	+	18793	31.35088672658216	False
head14537	SM_V7_ZW	19259614	19260614	+	3114	1000	Smp_007660	esq	7020.0		0.0	19234109.0	19252594.0	-	18485	23.2220766103641	False
head14540	SM_V7_1	19263678	19264678	-	724	1000	Smp_159740	dir	2598.0		0.0	19267276.0	19351218.0	+	83942	1.6347948098297063	False
head14541	SM_V7_6	19265994	19266994	+	349	1000	Smp_149460	olap	0.0	0.492907967729825	0.4414015593071037	19187848.0	19327203.0	-	139355	1.3298907087863046	False
head14546	SM_V7_5	19279382	19280382	-	317	1000	Smp_129310	esq	2620.0		0.16316675340339334	19266007.0	19276762.0	-	10755	14.660442416699382	True
head14547	SM_V7_5	19283381	19284381	+	795	1000	Smp_330640	dir	1256.0		0.0	19285637.0	19286222.0	-	585	7.179164283907778	False
head14552	SM_V7_5	19294516	19295516	+	616	1000	Smp_013210	olap	0.0	0.5164423894817779	0.5032049305492303	19288968.0	19307820.0	-	18852	0.6914076312822075	False
head14558	SM_V7_2	19294870	19295870	-	1042	1000	Smp_147250	esq	12879.0	-0.19698035196317806	0.6919505150540964	19249216.0	19281991.0	-	32775	12.395376606240157	True
head14561	SM_V7_3	19296590	19297590	-	199	1000	Smp_308310	olap	0.0		0.06136197129259944	19293301.0	19314408.0	+	21107	0.22474238831974222	False
head14563	SM_V7_2	19299522	19300522	+	283	1000	Smp_147250	esq	17531.0	0.4663966946128251	1.1115397532930107	19249216.0	19281991.0	-	32775	12.395376606240157	False
head14565	SM_V7_5	19299974	19300974	+	69	1000	Smp_013210	olap	0.0		0.0	19288968.0	19307820.0	-	18852	0.6914076312822075	False
head14566	SM_V7_5	19302313	19303313	+	546	1000	Smp_013210	olap	0.0		0.0	19288968.0	19307820.0	-	18852	0.6914076312822075	False
head14567	SM_V7_6	19302102	19303102	-	386	1000	Smp_149460	olap	0.0		0.180104118656306	19187848.0	19327203.0	-	139355	1.3298907087863046	True
head14569	SM_V7_6	19308054	19309054	+	565	1000	Smp_149460	olap	0.0	0.23715226473483844	0.504786470988821	19187848.0	19327203.0	-	139355	1.3298907087863046	False
head14576	SM_V7_2	19326572	19327572	-	548	1000	Smp_147260	dir	16386.0	-0.317246738093638	0.6386948052430044	19343958.0	19346802.0	+	2844	16.72391589853099	False
head14579	SM_V7_4	19333240	19334240	-	587	1000	Smp_316240	esq	1594.0		0.0	19277660.0	19331646.0	-	53986	0.012451919456319347	True
head14580	SM_V7_2	19337855	19338855	-	123	1000	Smp_147260	dir	5103.0		0.25502270951473616	19343958.0	19346802.0	+	2844	16.72391589853099	False
head14585	SM_V7_2	19345850	19346850	-	218	1000	Smp_147260	olap	0.0	0.9792073163467244	13.412848642336819	19343958.0	19346802.0	+	2844	16.72391589853099	False
head14600	SM_V7_2	19378959	19379959	+	375	1000	Smp_046780	dir	676.0		0.17711286038633	19380635.0	19396420.0	+	15785	0.5816737933339903	True
head14607	SM_V7_ZW	19396432	19397432	+	106	1000	Smp_126260	olap	0.0	0.5665907587276319	0.8881765859938199	19346008.0	19414001.0	+	67993	4.451856703468796	True
head14610	SM_V7_2	19403125	19404125	+	587	1000	Smp_046780	esq	6705.0		0.0	19380635.0	19396420.0	+	15785	0.5816737933339903	True
head14613	SM_V7_4	19405666	19406666	+	587	1000	Smp_205780	esq	15687.0		0.02719445890056556	19389767.0	19389979.0	+	212	0.0	True
head14616	SM_V7_2	19418291	19419291	+	273	1000	Smp_046780	esq	21871.0		0.1782153595746996	19380635.0	19396420.0	+	15785	0.5816737933339903	True
head14620	SM_V7_6	19429218	19430218	+	3183	1000	Smp_046290	esq	16127.0		0.23859099047762652	19405387.0	19413091.0	+	7704	95.97185823370285	True
head14622	SM_V7_2	19436627	19437627	+	253	1000	Smp_046790	dir	19065.0		0.0	19456692.0	19481836.0	+	25144	23.702536696760035	True
head1463	SM_V7_3	203934	204934	+	320	1000	Smp_315360	esq	10302.0	-0.25125140809592617	0.7474837659399486	151015.0	193632.0	-	42617	4.038096942492823	False
head14630	SM_V7_6	19442944	19443944	+	277	1000	Smp_046290	esq	29853.0		0.22986410549015476	19405387.0	19413091.0	+	7704	95.97185823370285	True
head14632	SM_V7_6	19448885	19449885	-	339	1000	Smp_147000	dir	30234.0		0.3545093836123764	19480119.0	19496573.0	-	16454	9.313312834325318	True
head14634	SM_V7_6	19451269	19452269	+	77	1000	Smp_147000	dir	27850.0		0.06136197129259944	19480119.0	19496573.0	-	16454	9.313312834325318	False
head14635	SM_V7_5	19449956	19450956	-	223	1000	Smp_334600	olap	0.0	0.05116397627675622	1.0471161857556186	19411236.0	19504747.0	+	93511	0.5390292677025743	False
head14636	SM_V7_6	19455499	19456499	+	3195	1000	Smp_147000	dir	23620.0		0.0	19480119.0	19496573.0	-	16454	9.313312834325318	False
head14639	SM_V7_3	19461523	19462523	+	3170	1000	Smp_126240	olap	0.0	0.8605368270383748	11.215625837402758	19406887.0	19577181.0	-	170294	3.878022864404282	False
head14642	SM_V7_5	19459436	19460436	-	310	1000	Smp_334600	olap	0.0	0.0965074524758985	0.3270130128335861	19411236.0	19504747.0	+	93511	0.5390292677025743	False
head14645	SM_V7_5	19468324	19469324	+	132	1000	Smp_334600	olap	0.0		0.301178620731027	19411236.0	19504747.0	+	93511	0.5390292677025743	True
head14647	SM_V7_ZW	19468893	19469893	-	1311	1000	Smp_134450	olap	0.0		0.5633027526059453	19459494.0	19497439.0	-	37945	0.5537794383605844	True
head14648	SM_V7_4	19479870	19480870	-	587	1000	Smp_137250	esq	1642.0		0.0	19456632.0	19478228.0	-	21596	0.032378541016127395	True
head1465	SM_V7_4	203888	204888	-	259	1000	Smp_328930	olap	0.0		0.0	199227.0	209102.0	-	9875	0.18381020174979704	True
head14655	SM_V7_ZW	19514578	19515578	-	1485	1000	Smp_134440	olap	0.0	0.8127374801040729	1.7896935936903564	19504458.0	19523115.0	+	18657	6.217646307658295	False
head14657	SM_V7_5	19520492	19521492	+	316	1000	Smp_129260	olap	0.0	0.44869471228663305	0.3155658444586824	19509227.0	19552002.0	-	42775	4.68362780445954	False
head14660	SM_V7_5	19525901	19526901	+	3187	1000	Smp_129260	olap	0.0	0.3177938431639273	0.7861933800384748	19509227.0	19552002.0	-	42775	4.68362780445954	False
head14675	SM_V7_6	19535801	19536801	+	465	1000	Smp_300210	esq	3056.0		0.43788268918495465	19529431.0	19532745.0	+	3314	4.73094758325525	True
head14684	SM_V7_6	19558327	19559327	-	876	1000	Smp_300220	esq	2229.0	0.7075988389925751	3.646297686686594	19550471.0	19556098.0	+	5627	87.77088110686118	False
head14685	SM_V7_5	19563317	19564317	+	234	1000	Smp_013150	olap	0.0	0.8859376493581909	6.784066598003275	19558446.0	19565827.0	+	7381	7.437357164381793	True
head14687	SM_V7_ZW	19562715	19563715	-	3187	1000	Smp_203410	esq	26977.0	-0.18777758001201034	1.98345184846724	19534453.0	19535738.0	+	1285	12.214719070198019	False
head14688	SM_V7_5	19565437	19566437	-	584	1000	Smp_013150	olap	0.0	0.8327883498139815	6.4403556794408106	19558446.0	19565827.0	+	7381	7.437357164381793	False
head14689	SM_V7_4	19566333	19567333	-	587	1000	Smp_204920	esq	1643.0		0.0	19540938.0	19564690.0	-	23752	0.19954668108635681	True
head14695	SM_V7_5	19575106	19576106	-	371	1000	Smp_129250	olap	0.0	0.8894877647246987	1.9873157857840513	19567051.0	19603572.0	-	36521	1.4940189618331217	True
head14696	SM_V7_2	19577305	19578305	+	158	1000	Smp_245670	olap	0.0		0.03068098564629972	19557842.0	19606138.0	-	48296	0.46748075016785307	False
head14703	SM_V7_5	19584067	19585067	+	223	1000	Smp_129250	olap	0.0	0.07342234606350066	0.7961079071597643	19567051.0	19603572.0	-	36521	1.4940189618331217	False
head14707	SM_V7_3	19590469	19591469	+	210	1000	Smp_336670	olap	0.0		0.1475754438848524	19589791.0	19654938.0	-	65147	0.38440176457646097	False
head14718	SM_V7_5	19615691	19616691	+	745	1000	Smp_129240	dir	9296.0		0.5658440458224768	19625987.0	19661575.0	+	35588	6.690726044289352	True
head14726	SM_V7_4	19626294	19627294	-	587	1000	Smp_204920	esq	61604.0		0.0	19540938.0	19564690.0	-	23752	0.19954668108635681	True
head14733	SM_V7_ZW	19635753	19636753	+	316	1000	Smp_241470	olap	0.0	0.9678907467419954	11.638612268192489	19608222.0	19692878.0	-	84656	2.245555732092229	False
head14734	SM_V7_1	19637516	19638516	-	427	1000	Smp_069400	olap	0.0	0.2084593303063005	1.0701730658728401	19616343.0	19650701.0	+	34358	0.5698858943315758	False
head14736	SM_V7_3	19648041	19649041	+	688	1000	Smp_336670	olap	0.0	0.9313450339899044	1.6634976575040596	19589791.0	19654938.0	-	65147	0.38440176457646097	False
head1474	SM_V7_5	219290	220290	+	243	1000	Smp_165530	esq	64498.0		0.0	112116.0	154792.0	-	42676	2.198727797704896	False
head14744	SM_V7_4	19686158	19687158	+	301	1000	Smp_340550	dir	53927.0		0.0	19741085.0	19771188.0	-	30103	0.12306149792147995	False
head14746	SM_V7_5	19687862	19688862	-	325	1000	Smp_129230	olap	0.0		0.12244655495102781	19686377.0	19740811.0	+	54434	1.1121175293095598	False
head1475	SM_V7_3	222362	223362	+	3187	1000	Smp_325540	olap	0.0		0.22986410549015476	217826.0	227789.0	+	9963	0.20533517065977855	True
head14757	SM_V7_ZW	19702550	19703550	-	1407	1000	Smp_241470	esq	9672.0		0.1840859138777983	19608222.0	19692878.0	-	84656	2.245555732092229	True
head14760	SM_V7_6	19711198	19712198	+	1063	1000	Smp_147040	esq	1563.0	0.8079091393089853	1.0946179739399937	19678811.0	19709635.0	+	30824	0.48876541648760413	True
head14761	SM_V7_4	19708194	19709194	-	1402	1000	Smp_340550	dir	31891.0		0.0	19741085.0	19771188.0	-	30103	0.12306149792147995	True
head14764	SM_V7_3	19716944	19717944	+	922	1000	Smp_179910	esq	22816.0		0.0	19686572.0	19694128.0	+	7556	48.4175374132685	True
head14765	SM_V7_6	19715654	19716654	-	131	1000	Smp_147040	esq	6019.0	0.6596522198432764	2.032049588938938	19678811.0	19709635.0	+	30824	0.48876541648760413	False
head14771	SM_V7_6	19731789	19732789	+	781	1000	Smp_046410	esq	1149.0		0.2912260767827542	19724491.0	19730640.0	+	6149	2.4504484229031576	True
head14775	SM_V7_5	19737114	19738114	+	810	1000	Smp_129230	olap	0.0		0.16679625994609312	19686377.0	19740811.0	+	54434	1.1121175293095598	True
head14777	SM_V7_6	19741466	19742466	+	475	1000	Smp_147050	olap	0.0	0.35637632800652963	48.5134178148597	19741609.0	19766817.0	-	25208	16.02457261372197	False
head1478	SM_V7_4	227144	228144	+	353	1000	Smp_308060	olap	0.0	0.7477583059913043	8.780941283501598	227345.0	251812.0	-	24467	11.643245868242047	False
head14786	SM_V7_5	19750010	19751010	+	174	1000	Smp_129230	esq	9199.0		0.2876292687018131	19686377.0	19740811.0	+	54434	1.1121175293095598	True
head14789	SM_V7_4	19754240	19755240	+	330	1000	Smp_340550	olap	0.0		0.06136197129259944	19741085.0	19771188.0	-	30103	0.12306149792147995	False
head14793	SM_V7_5	19766528	19767528	+	411	1000	Smp_342420	dir	2365.0		0.06136197129259944	19769893.0	19813755.0	+	43862	1.7299685840292107	True
head14802	SM_V7_ZW	19776155	19777155	+	1245	1000	Smp_022870	olap	0.0		0.0	19777015.0	19782009.0	-	4994	0.7924798387552765	False
head14805	SM_V7_1	19778085	19779085	+	252	1000	Smp_159790	esq	1126.0	-0.11463420330129435	0.4172753172782133	19664854.0	19776959.0	-	112105	1.61101186586385	False
head14806	SM_V7_4	19776277	19777277	-	1402	1000	Smp_316250	dir	2520.0		0.0	19779797.0	19812028.0	-	32231	0.07339852130693263	True
head14812	SM_V7_4	19795306	19796306	+	3183	1000	Smp_316250	olap	0.0		0.13801186732763368	19779797.0	19812028.0	-	32231	0.07339852130693263	False
head14813	SM_V7_1	19792898	19793898	+	199	1000	Smp_324100	dir	8435.0		0.16358712083453003	19802333.0	19804277.0	+	1944	0.2638427873741026	True
head14814	SM_V7_1	19794085	19795085	-	859	1000	Smp_324100	dir	7248.0		0.06136197129259944	19802333.0	19804277.0	+	1944	0.2638427873741026	False
head14816	SM_V7_5	19800858	19801858	-	515	1000	Smp_342420	olap	0.0	0.4719177038281422	3.1121454767893724	19769893.0	19813755.0	+	43862	1.7299685840292107	False
head14817	SM_V7_ZW	19803114	19804114	+	678	1000	Smp_022850	olap	0.0	-0.2941789196524608	2.691803369832136	19803151.0	19815939.0	-	12788	17.439080027855105	False
head1482	SM_V7_7	232864	233864	-	158	1000	Smp_316780	dir	47453.0		0.558647514664979	281317.0	293512.0	-	12195	0.21340858484618902	True
head14829	SM_V7_3	19812980	19813980	+	193	1000	Smp_162520	esq	39272.0		0.0	19747635.0	19773708.0	-	26073	7.572261811573319	False
head14832	SM_V7_1	19819989	19820989	+	681	1000	Smp_324100	esq	15712.0		0.3222632067573653	19802333.0	19804277.0	+	1944	0.2638427873741026	True
head14833	SM_V7_6	19820805	19821805	+	904	1000	Smp_317560	olap	0.0		0.05438891780113112	19820898.0	19825971.0	-	5073	0.01608187989388856	False
head14837	SM_V7_ZW	19823304	19824304	+	590	1000	Smp_022850	esq	7365.0		0.2502956946148203	19803151.0	19815939.0	-	12788	17.439080027855105	False
head14841	SM_V7_1	19833391	19834391	+	589	1000	Smp_341340	dir	9738.0		0.23859099047762652	19844129.0	19845153.0	+	1024	3.454528360055579	True
head14842	SM_V7_2	19832431	19833431	-	424	1000	Smp_046890	olap	0.0	0.16520029623248686	0.7045459000893461	19832673.0	19846908.0	-	14235	15.054988239213984	True
head14845	SM_V7_6	19838514	19839514	+	123	1000	Smp_317560	esq	12543.0		0.501353785638681	19820898.0	19825971.0	-	5073	0.01608187989388856	False
head14848	SM_V7_5	19841772	19842772	+	635	1000	Smp_129210	olap	0.0	-0.2966890887345456	2.4545833972719144	19823314.0	19871639.0	+	48325	5.121858887631886	True
head14852	SM_V7_5	19847391	19848391	-	579	1000	Smp_129210	olap	0.0	0.9565563379726412	19.43573240729093	19823314.0	19871639.0	+	48325	5.121858887631886	False
head1486	SM_V7_6	238575	239575	+	218	1000	Smp_331110	esq	14543.0		0.12847414152775669	220064.0	224032.0	-	3968	1.0401522496941409	False
head14861	SM_V7_4	19863835	19864835	+	495	1000	Smp_127050	olap	0.0	0.4190668434291521	5.487192432932925	19825846.0	19884163.0	-	58317	7.1770896122772	False
head14864	SM_V7_6	19866284	19867284	+	607	1000	Smp_147060	olap	0.0	0.8341277640907622	1.7464295930902727	19867051.0	19888235.0	+	21184	0.8141139073586122	True
head14880	SM_V7_6	19890995	19891995	+	690	1000	Smp_147060	esq	2760.0		0.2351625431312409	19867051.0	19888235.0	+	21184	0.8141139073586122	True
head14883	SM_V7_1	19892093	19893093	-	183	1000	Smp_347730	esq	6097.0		0.0	19869300.0	19885996.0	+	16696	15.840470471991939	False
head14885	SM_V7_6	19894951	19895951	+	283	1000	Smp_147070	dir	1477.0		0.0	19897428.0	19955057.0	-	57629	2.02339692022296	False
head14889	SM_V7_6	19906419	19907419	+	241	1000	Smp_147070	olap	0.0	0.9878465141424344	7.3841018797377345	19897428.0	19955057.0	-	57629	2.02339692022296	False
head14896	SM_V7_6	19915607	19916607	+	873	1000	Smp_147070	olap	0.0		0.2325663371749735	19897428.0	19955057.0	-	57629	2.02339692022296	False
head14897	SM_V7_5	19914521	19915521	-	100	1000	Smp_334610	olap	0.0		0.051112574770965286	19893414.0	19926187.0	+	32773	0.4826798063348434	False
head14899	SM_V7_5	19918158	19919158	+	657	1000	Smp_334610	olap	0.0	0.7469128598743401	0.6157105890486129	19893414.0	19926187.0	+	32773	0.4826798063348434	True
head14901	SM_V7_6	19920513	19921513	+	392	1000	Smp_147070	olap	0.0	0.970097653311754	4.6132374065381665	19897428.0	19955057.0	-	57629	2.02339692022296	False
head14907	SM_V7_ZW	19957899	19958899	+	763	1000	Smp_342900	dir	3550.0		0.0	19962449.0	19971036.0	+	8587	0.47670658276106426	True
head14909	SM_V7_3	19956371	19957371	-	529	1000	Smp_162550	olap	0.0		0.02719445890056556	19945521.0	19986843.0	+	41322	1.6554211754710477	False
head14910	SM_V7_1	19960968	19961968	-	1086	1000	Smp_165420	dir	7112.0		0.0	19969080.0	20070694.0	+	101614	4.907563467695798	False
head14912	SM_V7_6	19969222	19970222	+	906	1000	Smp_011030	esq	3449.0		0.10733088168133396	19961071.0	19965773.0	+	4702	9.113776796032324	True
head14925	SM_V7_6	20012945	20013945	-	2578	1000	Smp_011010	olap	0.0	0.0995215360846737	3.6234694715962408	20003733.0	20012968.0	-	9235	7.461823003752475	True
head1493	SM_V7_ZW	249438	250438	-	3133	1000	Smp_202700	dir	29918.0		0.21715720228700794	280356.0	287696.0	+	7340	0.674764539565923	False
head14935	SM_V7_3	20038457	20039457	-	1397	1000	Smp_074830	olap	0.0		0.0	20027491.0	20079797.0	+	52306	0.4799759170592266	False
head1494	SM_V7_3	255205	256205	+	506	1000	Smp_068680	olap	0.0		0.2793380099282606	232312.0	264602.0	-	32290	1.0555223926663835	False
head14946	SM_V7_3	20056520	20057520	-	3186	1000	Smp_074830	olap	0.0		0.3338920414081831	20027491.0	20079797.0	+	52306	0.4799759170592266	False
head14950	SM_V7_6	20071765	20072765	+	435	1000	Smp_128000	esq	693.0	-0.05203950714286948	2.7245679898152333	20060912.0	20071072.0	+	10160	20.580302868840278	True
head14952	SM_V7_2	20074936	20075936	-	900	1000	Smp_098570	dir	1430.0		0.1562800277027775	20077366.0	20078130.0	+	764	0.15043462401188135	False
head14957	SM_V7_5	20088373	20089373	-	311	1000	Smp_344720	dir	11611.0		0.0	20100984.0	20143548.0	-	42564	1.0620482062656653	True
head14958	SM_V7_6	20086140	20087140	-	3130	1000	Smp_127990	olap	0.0	0.8969701751335675	1.4124689798898786	20075772.0	20108830.0	-	33058	2.240453201852327	True
head14959	SM_V7_6	20091005	20092005	+	170	1000	Smp_127990	olap	0.0		0.3921232663595041	20075772.0	20108830.0	-	33058	2.240453201852327	False
head14964	SM_V7_6	20099205	20100205	+	153	1000	Smp_127990	olap	0.0	0.9160016973946108	3.164897447629083	20075772.0	20108830.0	-	33058	2.240453201852327	False
head14974	SM_V7_6	20127615	20128615	+	3186	1000	Smp_098420	dir	2021.0		0.0	20130636.0	20132968.0	-	2332	0.0	False
head14975	SM_V7_2	20131991	20132991	+	293	1000	Smp_098550	olap	0.0	0.5995396625488334	3.7069228511873717	20097667.0	20133792.0	-	36125	11.460930236459863	False
head14977	SM_V7_5	20132015	20133015	-	3186	1000	Smp_344720	olap	0.0	0.4703438269676085	0.5073441368507333	20100984.0	20143548.0	-	42564	1.0620482062656653	True
head1498	SM_V7_ZW	262085	263085	+	643	1000	Smp_202700	dir	17271.0		0.0	280356.0	287696.0	+	7340	0.674764539565923	True
head14981	SM_V7_6	20137428	20138428	-	564	1000	Smp_098420	esq	4460.0		0.0	20130636.0	20132968.0	-	2332	0.0	True
head14983	SM_V7_6	20146415	20147415	-	65	1000	Smp_098420	esq	13447.0		0.0	20130636.0	20132968.0	-	2332	0.0	True
head14984	SM_V7_6	20149561	20150561	+	172	1000	Smp_098420	esq	16593.0		0.0	20130636.0	20132968.0	-	2332	0.0	False
head14991	SM_V7_2	20174570	20175570	+	528	1000	Smp_176310	olap	0.0	0.03545103585091227	0.21782393431944136	20140002.0	20225372.0	-	85370	1.1245205464329973	False
head15000	SM_V7_6	20192431	20193431	-	172	1000	Smp_176270	dir	8942.0		0.4868123885456681	20202373.0	20225818.0	-	23445	2.837423696855066	True
head15005	SM_V7_6	20205713	20206713	+	444	1000	Smp_176270	olap	0.0	0.7566769970777747	1.11922494895688	20202373.0	20225818.0	-	23445	2.837423696855066	False
head15029	SM_V7_2	20247148	20248148	-	3186	1000	Smp_176310	esq	21776.0		0.11923741583946472	20140002.0	20225372.0	-	85370	1.1245205464329973	True
head1503	SM_V7_3	265336	266336	-	499	1000	Smp_068680	esq	734.0		0.2912260767827542	232312.0	264602.0	-	32290	1.0555223926663835	True
head15036	SM_V7_6	20260918	20261918	-	529	1000	Smp_098450	esq	5465.0		0.0	20229922.0	20255453.0	+	25531	9.514380043833421	False
head15038	SM_V7_ZW	20264201	20265201	+	512	1000	Smp_134300	olap	0.0	0.6376174945002833	18.702282813721624	20249026.0	20289115.0	-	40089	9.188563283345417	False
head15040	SM_V7_5	20263802	20264802	-	238	1000	Smp_330670	dir	11180.0	0.0192360147378409	0.700099853952208	20275982.0	20277807.0	+	1825	1.677863938550039	False
head15041	SM_V7_5	20266188	20267188	+	876	1000	Smp_330670	dir	8794.0		0.0	20275982.0	20277807.0	+	1825	1.677863938550039	True
head15043	SM_V7_5	20265816	20266816	-	122	1000	Smp_330670	dir	9166.0		0.4161034102295697	20275982.0	20277807.0	+	1825	1.677863938550039	False
head15045	SM_V7_6	20265906	20266906	-	1010	1000	Smp_098450	esq	10453.0	-0.0858958453903514	0.498327588338912	20229922.0	20255453.0	+	25531	9.514380043833421	False
head15046	SM_V7_6	20271392	20272392	+	422	1000	Smp_098450	esq	15939.0	0.3308774738150745	0.6816704355477915	20229922.0	20255453.0	+	25531	9.514380043833421	True
head15048	SM_V7_3	20270056	20271056	-	1146	1000	Smp_162610	olap	0.0	0.8024980328801509	21.10143811344709	20247178.0	20270278.0	+	23100	2.093995344806034	False
head1505	SM_V7_3	270020	271020	-	104	1000	Smp_068680	esq	5418.0		0.36244026005386304	232312.0	264602.0	-	32290	1.0555223926663835	True
head15055	SM_V7_6	20278926	20279926	-	311	1000	Smp_203190	dir	9905.0		0.22986410549015476	20289831.0	20299688.0	-	9857	2.0202386311742657	True
head1506	SM_V7_ZWU001	268834	269834	-	1288	1000	Smp_320820	dir	17593.0		0.0	287427.0	289032.0	-	1605	0.0	True
head15069	SM_V7_1	20296902	20297902	+	757	1000	Smp_331830	olap	0.0	0.6149508205028987	0.3445502322301296	20286130.0	20301049.0	+	14919	1.1069875039834223	True
head1507	SM_V7_2	274901	275901	+	3183	1000	Smp_309960	dir	12255.0		0.0748205069257967	288156.0	321970.0	+	33814	1.6263274688063674	True
head15073	SM_V7_2	20298092	20299092	-	971	1000	Smp_176300	dir	4700.0		0.0	20303792.0	20395159.0	+	91367	0.12340489201999992	False
head15075	SM_V7_6	20305002	20306002	+	948	1000	Smp_203190	esq	5314.0		0.3105439486735696	20289831.0	20299688.0	-	9857	2.0202386311742657	False
head15076	SM_V7_6	20304189	20305189	-	210	1000	Smp_203190	esq	4501.0		0.27270042347031187	20289831.0	20299688.0	-	9857	2.0202386311742657	True
head15077	SM_V7_2	20310046	20311046	+	611	1000	Smp_176300	olap	0.0		0.0	20303792.0	20395159.0	+	91367	0.12340489201999992	True
head15080	SM_V7_6	20314578	20315578	-	709	1000	Smp_203190	esq	14890.0		0.06136197129259944	20289831.0	20299688.0	-	9857	2.0202386311742657	True
head15082	SM_V7_2	20315855	20316855	-	109	1000	Smp_176300	olap	0.0		0.03068098564629972	20303792.0	20395159.0	+	91367	0.12340489201999992	False
head15083	SM_V7_ZW	20313310	20314310	-	3183	1000	Smp_134290	olap	0.0	0.798103790404321	21.29628973564624	20300499.0	20331294.0	+	30795	7.660347960530908	False
head15087	SM_V7_6	20327862	20328862	+	825	1000	Smp_154220	dir	7974.0		0.0	20336836.0	20341438.0	-	4602	0.492410824540194	False
head15093	SM_V7_6	20330991	20331991	-	372	1000	Smp_154220	dir	4845.0		0.10222514954193057	20336836.0	20341438.0	-	4602	0.492410824540194	True
